ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID524428873,14 Woodmason St,3,h,1437000.0,16/04/2016,1.0,1.0,313.0,109.0,-37.8511,145.0317
ID455142191,85 Radford Rd,5,h,791000.0,18/06/2016,3.0,1.0,961.0,34.0,-37.7024,144.984
ID385314378,34 Fewster Dr,3,h,970000.0,26/08/2017,2.0,2.0,674.0,38.0,-37.8836,145.22805
ID205782381,41 Adelaide St,3,h,760000.0,23/09/2017,1.0,1.0,697.0,69.0,-37.780359999999995,144.8195
ID574190434,1/221 Westgarth St,3,t,865000.0,12/11/2016,1.0,2.0,184.0,13.0,-37.7825,145.0104
ID316830750,2/74 Daley St,3,t,555000.0,3/12/2016,2.0,2.0,244.0,59.0,-37.6969,144.9299
ID398183359,5/456 Albion St,1,u,312000.0,17/06/2017,1.0,1.0,406.0,49.0,-37.75847,144.94226
ID499123406,8 Tourello St,3,h,960000.0,24/06/2017,1.0,0.0,781.0,34.0,-37.8105,145.20106
ID608843710,25 Minogue St,6,h,1875000.0,23/09/2017,2.0,2.0,697.0,57.0,-37.79032,145.05408
ID309630222,7 Eaglet Ct,4,h,720000.0,3/06/2017,2.0,3.0,649.0,34.0,-37.676809999999996,145.06413999999995
ID475620673,50b Clyde St,3,h,1250000.0,24/09/2016,2.0,3.0,297.0,6.0,-37.7617,145.0117
ID957251945,3 Wortley Av,4,h,1640000.0,29/07/2017,2.0,2.0,811.0,59.0,-37.858579999999996,145.12053
ID778646121,29 Fuller St,3,h,950000.0,1/07/2017,1.0,2.0,608.0,44.0,-37.825829999999996,145.20608000000001
ID894859883,4/47 Middle Rd,2,u,420000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.7678,144.8899
ID264461238,30 Moorhouse St,4,h,2990000.0,20/05/2017,2.0,2.0,742.0,22.0,-37.8284,145.0673
ID277180937,307/185 Rose St,1,u,456000.0,8/07/2017,1.0,1.0,0.0,8.0,-37.79636,144.98394
ID227991548,33 Mountain St,2,h,1150000.0,7/05/2016,1.0,0.0,113.0,163.0,-37.8373,144.9493
ID796986990,4/5 Selwyn Ct,3,u,922500.0,29/04/2017,1.0,2.0,4657.0,39.0,-37.8421,145.0237
ID525251239,25 Garnet St,5,h,1300000.0,16/07/2016,2.0,2.0,616.0,69.0,-37.7497,144.8867
ID963466840,53 Mater St,2,h,1080000.0,22/07/2017,1.0,0.0,0.0,129.0,-37.79589,144.98863
ID166583203,69 MacPherson St,2,h,757500.0,22/08/2016,1.0,0.0,258.0,119.0,-37.7959,144.8901
ID805600006,7 Dudley St,4,h,1615000.0,16/07/2016,2.0,3.0,758.0,29.0,-37.7668,145.03799999999995
ID381832588,101 Charles St,2,h,911000.0,22/07/2017,1.0,0.0,141.0,139.0,-37.805859999999996,144.99499
ID914128026,1/572 Moreland Rd,3,t,797500.0,11/02/2017,2.0,2.0,262.0,9.0,-37.7519,144.9324
ID535003853,310/53 Batman St,1,u,380000.0,15/07/2017,1.0,0.0,68.0,6.0,-37.810959999999994,144.95147
ID615260393,44 Milton Pde,3,h,780000.0,3/06/2017,1.0,1.0,546.0,129.0,-37.69388,145.06463
ID390687116,10 Shearers Ct,5,h,1360000.0,19/08/2017,3.0,2.0,882.0,49.0,-37.85995,145.18579
ID745673866,11/6 Byron St,1,u,313000.0,25/02/2017,1.0,1.0,0.0,59.0,-37.8766,144.991
ID730229838,6/24 Kensington Rd,2,t,1365000.0,8/10/2016,2.0,1.0,1302.0,129.0,-37.8377,145.0021
ID843424799,16 Conifer St,3,h,1520000.0,16/09/2017,1.0,3.0,627.0,5.0,-37.94515,145.01886000000005
ID395670497,93 Parkmore Rd,3,h,1206000.0,3/12/2016,1.0,2.0,603.0,59.0,-37.9155,145.0723
ID584559111,110 Bell St,3,h,710000.0,29/04/2017,1.0,1.0,160.0,119.0,-37.7411,144.9657
ID587458644,1/1478 Dandenong Rd,3,u,690000.0,15/10/2016,1.0,2.0,340.0,89.0,-37.8968,145.0983
ID599801210,103 Longview Rd,4,h,2000000.0,13/05/2017,2.0,2.0,627.0,64.0,-37.7848,145.0788
ID897593954,328 Waterview Bvd,3,h,552000.0,23/09/2017,2.0,2.0,448.0,9.0,-37.57869,144.91069
ID685653318,22 Champion St,3,h,2375000.0,17/09/2016,2.0,2.0,547.0,19.0,-37.9271,145.0034
ID724212831,17/93 Highett Rd,2,u,450000.0,25/02/2017,2.0,1.0,0.0,12.0,-37.9462,145.0212
ID741308474,11 Kerferd St,3,h,1610000.0,18/06/2016,1.0,2.0,569.0,69.0,-37.9419,145.01
ID713601086,1 Chisholm St,3,u,726000.0,24/09/2016,1.0,1.0,229.0,23.0,-37.7606,144.8973
ID575467875,4/3 Brookfield Ct,1,u,430000.0,25/02/2017,1.0,1.0,2276.0,69.0,-37.8343,145.0547
ID806402474,167 Victoria Dr,3,h,740000.0,3/06/2017,2.0,2.0,545.0,36.0,-37.68403,144.99246000000005
ID881836245,31 Elder Pde,3,h,1500000.0,28/05/2016,2.0,3.0,440.0,89.0,-37.7524,144.9074
ID466256389,1/48 Keilor Rd,2,u,340000.0,18/06/2016,1.0,1.0,0.0,59.0,-37.7433,144.9074
ID115036303,4/6 Crefden St,2,u,360000.0,23/04/2016,2.0,1.0,0.0,69.0,-37.7776,144.8723
ID521656880,239 Punt Rd,3,h,1570000.0,27/06/2016,1.0,2.0,248.0,59.0,-37.8198,144.9899
ID352602204,9/88 Marshall St,2,u,480000.0,3/09/2016,1.0,1.0,0.0,69.0,-37.77,145.0472
ID383847147,6 McShane St,3,h,779000.0,18/06/2016,1.0,2.0,945.0,34.0,-37.7027,145.0001
ID494300549,37 Roberts St,3,h,891000.0,18/06/2016,3.0,1.0,292.0,21.0,-37.7505,144.8657
ID173068840,17 Hoffmans Rd,4,h,1422000.0,4/06/2016,2.0,2.0,505.0,6.0,-37.7518,144.8897
ID137024254,24 Merrett Dr,4,h,1172000.0,19/11/2016,2.0,2.0,344.0,49.0,-37.8617,144.8799
ID319711644,3/28 Ormond Rd,2,u,432000.0,15/10/2016,1.0,1.0,0.0,41.0,-37.773,144.9303
ID946117206,10/3 Allard St,1,u,275000.0,15/07/2017,1.0,1.0,1388.0,49.0,-37.7684,144.94214
ID755842592,3/113 Tennyson St,2,t,595000.0,3/12/2016,1.0,2.0,752.0,29.0,-37.7553,144.9302
ID493605827,203/11 Hillingdon Pl,3,u,710000.0,4/06/2016,1.0,1.0,0.0,119.0,-37.8516,144.9943
ID984765518,3 Karen Ct,3,h,670000.0,4/06/2016,2.0,2.0,671.0,11.0,-37.7593,144.871
ID543524615,16/341 Heidelberg Rd,2,u,420000.0,8/04/2017,1.0,1.0,1000.0,44.0,-37.7836,145.0139
ID733403290,28 Greenwood Dr,3,h,805000.0,1/07/2017,1.0,2.0,669.0,49.0,-37.70834,145.05424
ID872851805,23 Kuranga Rd,4,h,1140000.0,8/04/2017,2.0,4.0,863.0,89.0,-37.7317,145.0952
ID227991548,33 Mountain St,2,h,1150000.0,7/05/2016,1.0,0.0,113.0,163.0,-37.8373,144.9493
ID301229900,6 Younger St,4,h,931000.0,28/05/2016,1.0,1.0,412.0,99.0,-37.7432,144.9768
ID274412932,28 Higgins Cl,4,h,915000.0,12/08/2017,2.0,2.0,649.0,39.0,-37.971579999999996,145.12634
ID242137521,5 Edgar St,5,h,1266000.0,3/06/2017,2.0,2.0,601.0,29.0,-37.7296,145.00714
ID431054424,106 Newry St,3,h,1625000.0,20/05/2017,1.0,0.0,204.0,139.0,-37.7911,144.9818
ID855422168,2/19 Glanfield St,2,u,665000.0,18/03/2017,1.0,1.0,120.0,44.0,-37.7715,145.0075
ID234670611,1/28 Seves St,3,h,712000.0,17/09/2016,1.0,2.0,363.0,6.0,-37.8674,144.8375
ID410032735,2/530 Victoria St,2,u,497000.0,28/05/2016,1.0,1.0,0.0,42.0,-37.7647,144.9412
ID410104937,47A Madden St,3,h,755000.0,12/08/2017,2.0,2.0,0.0,9.0,-37.78966,144.87821
ID398734467,1/57 Blyth St,3,u,730000.0,16/04/2016,2.0,1.0,70.0,29.0,-37.868,144.8287
ID885024140,13/37 Greville St,1,u,342000.0,3/09/2016,1.0,1.0,0.0,59.0,-37.8486,144.9872
ID246996550,4 Nandeen Ct,4,h,590000.0,15/07/2017,2.0,2.0,757.0,39.0,-37.72483,144.8143
ID388692370,22 Sycamore St,3,h,1450000.0,13/08/2016,2.0,1.0,478.0,94.0,-37.8893,145.0161
ID771306773,12 Auckland St,3,h,1365000.0,1/07/2017,1.0,1.0,776.0,94.0,-37.92487,145.04703
ID180700048,18/24 Dongola Rd,2,t,620000.0,10/09/2016,1.0,1.0,144.0,49.0,-37.7926,144.8809
ID539023716,29 Tennyson St,3,h,950000.0,13/05/2017,1.0,0.0,220.0,99.0,-37.8077,144.8883
ID122192065,5 Lola St,5,h,880000.0,23/09/2017,3.0,2.0,654.0,59.0,-37.929140000000004,145.17372
ID758306752,43 Ballantyne St,2,h,925000.0,24/09/2016,1.0,1.0,258.0,49.0,-37.7584,144.9971
ID351903113,2/6 McKay St,2,u,500000.0,7/11/2016,1.0,1.0,0.0,49.0,-37.7405,144.9644
ID165552593,2/2 Walter St,3,t,970000.0,1/07/2017,2.0,1.0,263.0,3.0,-37.8179,145.20658
ID922640260,3 Waratah Dr,4,h,1201000.0,3/09/2016,2.0,2.0,657.0,41.0,-37.7624,145.1175
ID470285370,1/36 Pleasant Rd,4,t,1738000.0,15/10/2016,3.0,2.0,324.0,17.0,-37.8348,145.0503
ID758306752,43 Ballantyne St,2,h,925000.0,24/09/2016,1.0,1.0,258.0,49.0,-37.7584,144.9971
ID498336079,638 Riversdale Rd,3,h,1750000.0,25/02/2017,2.0,3.0,780.0,29.0,-37.8328,145.0679
ID352194339,5/28 Hampton Pde,2,h,415000.0,10/09/2016,1.0,1.0,80.0,39.0,-37.806,144.8674
ID384557170,7 Fairbairn Rd,3,h,520000.0,3/06/2017,2.0,2.0,535.0,39.0,-37.79414000000001,144.81855
ID793698766,45 Yarra St,3,h,1195000.0,27/11/2016,2.0,1.0,120.0,21.0,-37.8022,144.9954
ID203171707,10 Parton Ct,4,h,1455000.0,3/06/2017,2.0,2.0,608.0,81.0,-37.891059999999996,145.04675
ID390059012,3/23 Christine St,2,u,556000.0,3/12/2016,1.0,1.0,195.0,24.0,-37.7405,145.0876
ID216276641,5/35 Moonya Rd,2,u,585000.0,27/06/2016,1.0,1.0,108.0,49.0,-37.8973,145.0596
ID806103314,10 Canning St,4,h,2920000.0,3/09/2016,3.0,4.0,310.0,139.0,-37.7958,144.944
ID729781405,8/67 Denham St,1,u,415000.0,24/09/2016,1.0,1.0,0.0,129.0,-37.8192,145.0221
ID754203853,2/7 Fawkner St,2,u,380000.0,18/03/2017,1.0,1.0,622.0,49.0,-37.7557,144.8966
ID360647364,98 Wonga Rd,4,h,999999.0,23/09/2017,2.0,2.0,657.0,7.0,-37.79053,145.2472
ID163669032,1/22 Nonna St,3,h,875000.0,8/07/2017,2.0,2.0,295.0,13.0,-37.90088,145.11692
ID211729264,199 Moor St,1,h,947500.0,7/11/2016,1.0,0.0,87.0,39.0,-37.8019,144.9821
ID918660425,4/379 Dandenong Rd,2,u,595000.0,17/06/2017,1.0,1.0,0.0,69.0,-37.860479999999995,145.01498
ID286614327,11 Rebecca Cl,5,h,835500.0,29/07/2017,5.0,4.0,570.0,29.0,-38.03335,145.13212
ID386128852,114 Reynard St,3,h,1064000.0,8/10/2016,2.0,1.0,417.0,79.0,-37.7478,144.9583
ID412110316,19A Cardinal Rd,4,h,1250000.0,29/04/2017,2.0,3.0,568.0,16.0,-37.7136,144.92700000000005
ID272861798,10 Haynes St,4,h,1535000.0,22/07/2017,2.0,2.0,719.0,21.0,-37.94999,145.03122
ID471626948,211A Woods St,4,h,980000.0,9/09/2017,3.0,2.0,622.0,14.0,-37.84471,144.86594
ID156078917,189 Glenlyon Rd,3,h,1125000.0,18/03/2017,1.0,2.0,369.0,5.0,-37.7727,144.9736
ID880124264,50 Andrew St,2,h,1500000.0,19/11/2016,1.0,2.0,0.0,91.0,-37.8518,144.9868
ID470705348,6 Audrey Cr,5,h,3000000.0,9/09/2017,3.0,2.0,775.0,84.0,-37.85855,145.07775
ID315961686,8/98 George St,1,u,420000.0,25/02/2017,1.0,1.0,782.0,44.0,-37.8055,144.9809
ID416600038,137 Ingles St,3,t,950000.0,27/11/2016,2.0,2.0,0.0,7.0,-37.8317,144.9446
ID409709643,7 Austin Rd,3,h,1050000.0,15/10/2016,2.0,2.0,357.0,49.0,-37.9449,145.0144
ID396445007,10/270 Williams Rd,1,u,350000.0,22/07/2017,1.0,1.0,0.0,49.0,-37.841570000000004,145.00468999999995
ID403668714,80 Coventry St,3,h,1220000.0,12/11/2016,1.0,1.0,0.0,7.0,-37.8288,144.9679
ID551288489,5/9 Rockley Rd,2,u,792500.0,22/04/2017,1.0,1.0,0.0,49.0,-37.8383,144.9995
ID343478048,130 Mitchell St,3,h,1090000.0,24/09/2016,1.0,2.0,318.0,44.0,-37.7733,145.0078
ID654215941,1/24 Edwards St,3,t,1145000.0,18/03/2017,2.0,2.0,329.0,69.0,-37.8484,145.1013
ID624821769,12b Coates St,4,t,1435000.0,6/08/2016,3.0,2.0,291.0,7.0,-37.9278,145.0337
ID511661296,59A Nolan St,3,t,1150000.0,19/08/2017,2.0,1.0,317.0,7.0,-37.74103,144.8851
ID441354312,9 Dale St,4,h,1100000.0,14/05/2016,2.0,2.0,586.0,12.0,-37.7648,144.8881
ID508261249,9/36 The Avenue,2,u,700000.0,12/08/2017,0.0,0.0,0.0,79.0,-37.87149,144.99746000000005
ID448817701,3/8 Ashted Rd,2,u,636000.0,19/11/2016,1.0,1.0,151.0,49.0,-37.8234,145.1235
ID200279635,6/4 Ballater St,2,u,521000.0,10/09/2016,1.0,1.0,0.0,49.0,-37.7504,144.9051
ID548722499,15 Marian Ct,4,h,950000.0,9/09/2017,2.0,2.0,651.0,29.0,-37.68739,145.14437
ID883395444,5 Hedgerow Ct,3,h,565000.0,23/09/2017,1.0,2.0,619.0,69.0,-37.74521,144.76863
ID763800602,101 The Fairway,4,h,610000.0,12/11/2016,1.0,1.0,465.0,49.0,-37.7126,145.03
ID762665662,171 Sterling Dr,3,h,695000.0,27/06/2016,1.0,3.0,0.0,59.0,-37.7483,144.85
ID143412918,34 Showers St,3,h,970000.0,3/06/2017,1.0,1.0,345.0,69.0,-37.74818,144.99825
ID355167448,71 Barkly St,5,h,2000000.0,4/03/2017,2.0,2.0,436.0,109.0,-37.8618,144.982
ID533274968,11 Margaret Gr,4,h,1900000.0,27/11/2016,2.0,2.0,556.0,89.0,-37.7844,145.0225
ID525078143,142 Elder St,3,h,815000.0,12/08/2017,2.0,2.0,609.0,39.0,-37.716359999999995,145.09792
ID238851619,15 Dover St,2,h,1065000.0,4/03/2017,1.0,1.0,273.0,89.0,-37.895,145.02200000000005
ID756035500,2/14 Drysdale St,2,u,330000.0,16/07/2016,1.0,1.0,90.0,49.0,-37.7295,145.0243
ID949308195,34 Moffat St,4,h,2770000.0,19/08/2017,3.0,2.0,560.0,19.0,-37.923140000000004,144.99777
ID121205562,69 Lloyd St,4,h,1635000.0,11/02/2017,2.0,3.0,0.0,24.0,-37.7354,144.9128
ID224864924,13 Hotham Rd,3,h,1450000.0,29/04/2017,1.0,1.0,650.0,4.0,-37.7368,144.8886
ID155519306,2 Hazel St,5,h,2125000.0,28/05/2016,3.0,2.0,603.0,39.0,-37.8437,145.069
ID222616277,72 Chirnside St,4,h,1275000.0,24/09/2016,2.0,1.0,274.0,109.0,-37.8078,144.8825
ID791614867,268 Faraday St,1,u,435000.0,13/08/2016,1.0,1.0,0.0,19.0,-37.7982,144.9651
ID949106311,119 Hannan St,4,h,2200000.0,12/08/2017,3.0,2.0,650.0,49.0,-37.85925,144.88761
ID184034953,21 Barkly St,3,h,1200000.0,10/12/2016,1.0,2.0,550.0,69.0,-37.8275,145.1298
ID938171416,18 Warruga Pl,3,h,1010000.0,15/07/2017,2.0,2.0,582.0,49.0,-37.71325,145.09532
ID657543499,607/2 McGoun St,2,u,592000.0,22/07/2017,2.0,2.0,2044.0,8.0,-37.817,144.99553999999995
ID692820253,41 Patricia St,4,h,1250000.0,19/08/2017,2.0,2.0,534.0,49.0,-37.74514,144.87313
ID287556194,50 Park Rd,2,h,1515000.0,14/05/2016,1.0,0.0,98.0,119.0,-37.8541,144.9665
ID479328921,2/36 Alpine Gr,3,t,600000.0,27/11/2016,2.0,1.0,122.0,21.0,-37.7231,144.9373
ID227858765,54 Cooper St,5,h,2335000.0,26/08/2017,2.0,6.0,1012.0,104.0,-37.74967,144.8977
ID964020777,48 Hamilton St,4,h,1502000.0,26/08/2017,3.0,1.0,934.0,5.0,-37.80898,144.88701
ID511817063,6/51 Armadale St,2,u,704000.0,19/11/2016,1.0,1.0,0.0,50.0,-37.8573,145.0186
ID430236744,35 Belgrave St,3,h,1285000.0,22/07/2017,1.0,2.0,579.0,89.0,-37.744820000000004,144.97499
ID754970436,5 Ballarat Rd,2,h,610000.0,19/08/2017,1.0,2.0,208.0,44.0,-37.78865,144.88276000000005
ID390409221,10/79 Oxford St,2,u,1260000.0,3/09/2016,1.0,1.0,0.0,119.0,-37.8042,144.9845
ID667901406,50 Swanston St,3,h,662500.0,28/05/2016,1.0,4.0,552.0,64.0,-37.7379,145.0514
ID244704001,18 Rooding St,3,h,1635000.0,3/09/2016,1.0,2.0,366.0,99.0,-37.9038,145.0001
ID166291596,9 Rockaway Dr,4,h,1155000.0,22/04/2017,2.0,3.0,780.0,69.0,-37.7308,145.0932
ID187135066,39 Wilkinson St,2,h,800000.0,3/09/2017,1.0,0.0,140.0,129.0,-37.76806,144.9598
ID129552339,1 Tudor St,3,h,820000.0,10/12/2016,2.0,4.0,805.0,69.0,-37.708,144.9211
ID744258792,47 Brougham St,3,h,1668000.0,11/02/2017,2.0,2.0,289.0,49.0,-37.8048,145.0303
ID152552205,17 Weybridge St,3,h,2300000.0,27/06/2016,2.0,1.0,735.0,99.0,-37.8182,145.096
ID493702626,79 New Rd,4,h,1071888.0,17/06/2017,2.0,4.0,553.0,18.0,-37.71328,144.90585
ID937968054,688 North Rd,4,h,1486000.0,13/05/2017,2.0,1.0,618.0,24.0,-37.9051,145.0473
ID287591407,1 Davison St,3,h,1000000.0,24/09/2016,1.0,1.0,370.0,104.0,-37.7632,144.9572
ID688918911,28 Loller St,2,h,1570000.0,12/11/2016,1.0,0.0,352.0,99.0,-37.9154,145.001
ID801584160,7/1 Princess St,2,t,895000.0,18/06/2016,1.0,1.0,0.0,6.0,-37.8209,145.0014
ID877284757,24/18 Station Rd,2,u,415000.0,15/10/2016,1.0,1.0,0.0,39.0,-37.857,144.891
ID123883120,306/96 charles St,2,u,660000.0,23/04/2016,2.0,0.0,0.0,129.0,-37.8035,144.9826
ID648895509,3 Diosma Ct,3,h,1155000.0,26/08/2017,2.0,2.0,2405.0,39.0,-38.16457,145.12421
ID230136626,7/21 Elphin Gr,1,u,330000.0,7/05/2016,1.0,1.0,0.0,49.0,-37.8177,145.0424
ID793044381,5/68 Brown St,2,u,546500.0,3/12/2016,1.0,1.0,132.0,47.0,-37.7519,145.0687
ID684848480,1/514 Bluff Rd,3,t,820000.0,27/11/2016,2.0,2.0,0.0,69.0,-37.9368,145.0242
ID869662138,19 Dena Ct,4,h,1860000.0,24/06/2017,3.0,3.0,682.0,24.0,-37.7572,145.15456
ID326229366,17 Adeney St,3,h,982500.0,15/07/2017,2.0,2.0,444.0,74.0,-37.81662,144.866
ID318898401,16/43 Arndt Rd,2,u,541000.0,22/07/2017,1.0,1.0,133.0,9.0,-37.72136,144.92932
ID877736099,13 Rosemary Dr,3,h,572000.0,27/05/2017,1.0,2.0,640.0,44.0,-37.6591,145.00548999999995
ID139363487,2/25 Stanlake St,3,t,699000.0,24/09/2016,1.0,1.0,125.0,19.0,-37.7922,144.8831
ID165421583,22 Keith St,4,h,1300000.0,24/06/2017,2.0,2.0,597.0,49.0,-37.99232,145.08469
ID158974375,15 Viewbank Dr,4,h,816000.0,4/03/2017,2.0,1.0,540.0,41.0,-37.7482,144.877
ID400544111,2/52 Barton St,2,u,807000.0,17/06/2017,1.0,1.0,1501.0,59.0,-37.81665,145.10043000000005
ID713046949,13 Sussex St,5,h,1415000.0,17/09/2016,3.0,6.0,705.0,14.0,-37.864000000000004,144.8437
ID997048064,41 Balerno Cir,3,h,504000.0,6/08/2016,2.0,1.0,215.0,15.0,-37.709,144.8964
ID635619473,18 William St,3,h,575000.0,27/11/2016,1.0,1.0,338.0,59.0,-37.7212,144.8545
ID605418765,4/738 Centre Rd,2,u,716000.0,10/12/2016,1.0,2.0,212.0,59.0,-37.9218,145.0607
ID257448796,29 Rosamond Rd,3,h,725000.0,7/11/2016,1.0,2.0,305.0,59.0,-37.7858,144.8834
ID526542950,6 Cliff St,2,h,1200000.0,27/06/2016,1.0,0.0,176.0,79.0,-37.8436,144.9925
ID270192954,8/107 Victoria Rd,1,u,440000.0,8/04/2017,1.0,1.0,2306.0,49.0,-37.8227,145.0528
